,StationId,R,Lat,Lng,toV_u30,frV_u30,toV_3060,frV_3060,toV_6090,frV_6090,toV_o90,frV_o90
0,8,5.379382492643466,10.751253128051758,106.6525650024414,0.30075879512531617,0.17544263048976777,0.4352724764313635,0.47344217061393423,0.15888710048286964,0.23959530926649805,0.0657622441940676,0.0995631179581513
1,1,5.491166261216704,10.750232,106.652554,0.24833295010347206,0.21936077259140033,0.449068751437112,0.4430903656012877,0.18946884341227868,0.21591170383996322,0.07449988503104162,0.11037020004598758
2,2,5.400838128720855,10.750732,106.655075,0.26097953552540815,0.21062313175442632,0.4442400551851,0.4499885031041619,0.18624971257760406,0.22189008967578755,0.07036100252931708,0.106691193377788
3,3,5.302211359558653,10.751368,106.659203,0.2347666130144861,0.24327431593469764,0.45090825477121177,0.44607955851919984,0.20188549091745228,0.19590710508162795,0.07426994711427914,0.1039319383766383
4,5,5.170438383331153,10.752566,106.658937,0.27316624511381926,0.20303518050126465,0.43182340767992644,0.47298229478040926,0.1832605196596919,0.20648424925270176,0.07266038169694182,0.1057714417107381
5,4,5.124758285044724,10.752962,106.660418,0.21453207633938837,0.1938376638307657,0.4810301218670959,0.45872614394113587,0.18647965049436652,0.23039779259599907,0.0790986433662911,0.10554150379397563
6,7,5.114805403407935,10.753088,106.662081,0.21200275925500114,0.20763393883651415,0.4835594389514831,0.45642676477351113,0.18624971257760406,0.2205104621752127,0.080018395033341,0.10462175212692573
7,9,5.09528684286302,10.753341,106.663486,0.21131294550471372,0.2152218900896758,0.48953782478730745,0.457806392274086,0.1805012646585422,0.21292251092205106,0.08070820878362842,0.10347206254311336
8,12,5.077217992789098,10.753626,106.664913,0.2078638767532766,0.18372039549321684,0.48884801103702,0.4210163255920901,0.1832605196596919,0.25982984594159575,0.08185789836744078,0.12462635088526099
9,6,5.062519109015622,10.754,106.666882,0.21821108300758796,0.19222809841342836,0.47160266727983446,0.4394113589330881,0.18877902966199125,0.24925270177052197,0.08369740170154058,0.10876063462865027
10,10,5.055716917213079,10.754337,106.668572,0.213382386755576,0.19659691883191538,0.4557369510232237,0.4453897447689124,0.20763393883651415,0.23959530926649805,0.08461715336859048,0.10715106921131294
11,11,5.107287979946866,10.754023,106.669418,0.23223729593009887,0.19429753966429064,0.46723384686134745,0.45665670269027364,0.18096114049206713,0.23039779259599907,0.08070820878362842,0.10715106921131294
12,14,5.198829822884398,10.753025,106.668588,0.22855828926189928,0.10278224879282594,0.4584962060243734,0.4366521039319384,0.19245803633019085,0.30811680846171535,0.08162796045067831,0.14095194297539665
13,16,5.275226708194118,10.752677,106.670412,0.19084847091285354,0.17797194757415497,0.44561968268567487,0.40699011266957924,0.2418946884341228,0.2745458726143941,0.08300758795125317,0.12922510922051048
14,17,5.305488825831533,10.752977,106.672837,0.18418027132674178,0.17406300298919292,0.44607955851919984,0.4272246493446769,0.2469533226028972,0.2616693492756956,0.08507702920211543,0.12669579213612325
15,13,5.31900424706846,10.753784,106.675937,0.18119107840882961,0.1690043688204185,0.43964129684985054,0.44401011726833756,0.25201195677167165,0.2527017705219591,0.08898597378707748,0.1234766613014486
16,15,5.341333062646138,10.754421,106.678271,0.16831455507013107,0.17222349965509312,0.43182340767992644,0.444699931018625,0.2685674867785698,0.257530466773971,0.09312485628880203,0.1147390204644746
17,19,5.366120433829987,10.754912,106.680041,0.16923430673718096,0.17843182340767993,0.42009657392504024,0.45090825477121177,0.2819038859507933,0.24764313635318463,0.09128535295470223,0.1128995171303748
