node,R,,toV_u30,frV_u30,toV_3060,frV_3060,toV_6090,frV_6090,toV_o90,frV_o90,toV_u60,frV_u60,toV_u90,frV_u90,,,,,
1310,19797.48418,19.79748418,0.009427455,0.008277765,0.032421246,0.029202115,0.152218901,0.122326972,0.800643826,0.834904576,0.041848701,0.03747988,0.194067602,0.159806852,,,,,
6861,26640.47092,26.64047092,0.004598758,0.004138883,0.006898138,0.007128075,0.009427455,0.009657393,0.973787077,0.973787077,0.011496896,0.011266958,0.02092435,0.02092435,,,,,
6877,26997.54879,26.99754879,0.00436882,0.004138883,0.006898138,0.007128075,0.009197517,0.010117268,0.974476891,0.97355714,0.011266958,0.011266958,0.020464475,0.021384226,,,,,
7079,27567.43297,27.56743297,0.004138883,0.004598758,0.006898138,0.007128075,0.008737641,0.01103702,0.975166705,0.972177512,0.01103702,0.011726834,0.019774661,0.022763854,,,,,
6878,28188.00464,28.18800464,0.004138883,0.004828696,0.0066682,0.0066682,0.008277765,0.011726834,0.975856519,0.971717636,0.010807082,0.011496896,0.019084847,0.02322373,,,,,
6879,28642.00082,28.64200082,0.004138883,0.004828696,0.006438262,0.007128075,0.008507703,0.011496896,0.975856519,0.971487698,0.010577144,0.011956772,0.019084847,0.023453668,,,,,
6880,29334.73725,29.33473725,0.003908945,0.005288572,0.005978386,0.006898138,0.008277765,0.011726834,0.97677627,0.971027822,0.00988733,0.01218671,0.018165095,0.023913543,,,,,
6881,30371.71455,30.37171455,0.003679007,0.00551851,0.005978386,0.007358013,0.008047827,0.011726834,0.977236146,0.970338009,0.009657393,0.012876523,0.01770522,0.024603357,,,,,
7083,30900.45634,30.90045634,0.003679007,0.005748448,0.005748448,0.007587951,0.007587951,0.01218671,0.97792596,0.969418257,0.009427455,0.013336399,0.017015406,0.025523109,,,,,
7085,31123.87191,31.12387191,0.003679007,0.00551851,0.005748448,0.008277765,0.006898138,0.011726834,0.978615774,0.969418257,0.009427455,0.013796275,0.016325592,0.025523109,,,,,
6883,31594.00823,31.59400823,0.003679007,0.005748448,0.00551851,0.00988733,0.006208324,0.010807082,0.979535525,0.968498505,0.009197517,0.015635778,0.01540584,0.02644286,,,,,
7089,31280.15495,31.28015495,0.003679007,0.005748448,0.00551851,0.010117268,0.00551851,0.010807082,0.980225339,0.968268567,0.009197517,0.015865716,0.014716027,0.026672798,,,,,
6884,30918.43461,30.91843461,0.003908945,0.005748448,0.005288572,0.010577144,0.00551851,0.010577144,0.980225339,0.96803863,0.009197517,0.016325592,0.014716027,0.026902736,,,,,
7091,30376.21115,30.37621115,0.003908945,0.005978386,0.005288572,0.010807082,0.004828696,0.010577144,0.980915153,0.967578754,0.009197517,0.016785468,0.014026213,0.027362612,,,,,
7093,30177.24224,30.17724224,0.003908945,0.005978386,0.005058634,0.01103702,0.004828696,0.010577144,0.981145091,0.967348816,0.008967579,0.017015406,0.013796275,0.02759255,,,,,
6885,29812.42426,29.81242426,0.003908945,0.005748448,0.005058634,0.01103702,0.004598758,0.010577144,0.981145091,0.967348816,0.008967579,0.016785468,0.013566337,0.027362612,,,,,
6886,29578.54435,29.57854435,0.008967579,0.006208324,0.00988733,0.011496896,0.009197517,0.010117268,0.966429064,0.966659002,0.018854909,0.01770522,0.028052426,0.027822488,,,,,
6887,30496.84537,30.49684537,0.008277765,0.004598758,0.009427455,0.006438262,0.009197517,0.009427455,0.967578754,0.974017015,0.01770522,0.01103702,0.026902736,0.020464475,,,,,
7095,30065.75128,30.06575128,0.008047827,0.005058634,0.009197517,0.006438262,0.009427455,0.010117268,0.968268567,0.973327202,0.017245344,0.011496896,0.026672798,0.021614164,,,,,
6888,28720.04783,28.72004783,0.007587951,0.005978386,0.008277765,0.005978386,0.010117268,0.01103702,0.968958381,0.971947574,0.015865716,0.011956772,0.025982985,0.022993792,,,,,
7097,28261.47876,28.26147876,0.007587951,0.006438262,0.008047827,0.005748448,0.010347206,0.01103702,0.968958381,0.971717636,0.015635778,0.01218671,0.025982985,0.02322373,,,,,
7099,27788.21213,27.78821213,0.007358013,0.006438262,0.008277765,0.006208324,0.010347206,0.010807082,0.968958381,0.971487698,0.015635778,0.012646585,0.025982985,0.023453668,,,,,
6889,27257.4192,27.2574192,0.006898138,0.006898138,0.007587951,0.006208324,0.011266958,0.010807082,0.969188319,0.971027822,0.014486089,0.013106461,0.025753047,0.023913543,,,,,
6860,27011.11976,27.01111976,0.006898138,0.007358013,0.007587951,0.006438262,0.010577144,0.010347206,0.970108071,0.971027822,0.014486089,0.013796275,0.025063233,0.024143481,,,,,
6864,27226.27577,27.22627577,0.0066682,0.007358013,0.006898138,0.006438262,0.010807082,0.010347206,0.970567947,0.970797885,0.013566337,0.013796275,0.024373419,0.024143481,,,,,
7100,27800.26787,27.80026787,0.006208324,0.007587951,0.0066682,0.007358013,0.010347206,0.010117268,0.971717636,0.969878133,0.012876523,0.014945965,0.02322373,0.025063233,,,,,
7098,28236.49973,28.23649973,0.006208324,0.008047827,0.006208324,0.007358013,0.010577144,0.010117268,0.971947574,0.969418257,0.012416648,0.01540584,0.022993792,0.025523109,,,,,
6865,28690.35925,28.69035925,0.005748448,0.008047827,0.006438262,0.007587951,0.010807082,0.00988733,0.971947574,0.969418257,0.01218671,0.015635778,0.022993792,0.025523109,,,,,
7096,30071.66858,30.07166858,0.005058634,0.008507703,0.006208324,0.008737641,0.010807082,0.009197517,0.972867326,0.968498505,0.011266958,0.017245344,0.02207404,0.02644286,,,,,
6866,30516.92302,30.51692302,0.004598758,0.008967579,0.006208324,0.008737641,0.009657393,0.008737641,0.974017015,0.96803863,0.010807082,0.01770522,0.020464475,0.02644286,,,,,
6867,29600.67283,29.60067283,0.006208324,0.009427455,0.010807082,0.009427455,0.011266958,0.008737641,0.966199126,0.96688894,0.017015406,0.018854909,0.028282364,0.02759255,,,,,
6868,29809.12629,29.80912629,0.005748448,0.00436882,0.010807082,0.004598758,0.011266958,0.00436882,0.96688894,0.981375029,0.01655553,0.008967579,0.027822488,0.013336399,,,,,
7094,30171.89766,30.17189766,0.005978386,0.00436882,0.010807082,0.004598758,0.011266958,0.004828696,0.96688894,0.981145091,0.016785468,0.008967579,0.028052426,0.013796275,,,,,
7092,30381.5179,30.3815179,0.005978386,0.004138883,0.010347206,0.005058634,0.011496896,0.004598758,0.967118878,0.981145091,0.016325592,0.009197517,0.027822488,0.013796275,,,,,
6869,30945.23248,30.94523248,0.00551851,0.004138883,0.010117268,0.005058634,0.011496896,0.004828696,0.967808692,0.980915153,0.015635778,0.009197517,0.027132674,0.014026213,,,,,
7090,31265.69315,31.26569315,0.005748448,0.003908945,0.009657393,0.005288572,0.011726834,0.005058634,0.967808692,0.980685215,0.01540584,0.009197517,0.027132674,0.014256151,,,,,
6870,31594.4765,31.5944765,0.005748448,0.003908945,0.009427455,0.005288572,0.011496896,0.005288572,0.968268567,0.980455277,0.015175903,0.009197517,0.026672798,0.014486089,,,,,
7088,31145.95189,31.14595189,0.00551851,0.003908945,0.008967579,0.005748448,0.011956772,0.006208324,0.968728443,0.979305587,0.014486089,0.009657393,0.02644286,0.015865716,,,,,
7086,31140.99472,31.14099472,0.005748448,0.003679007,0.008047827,0.00551851,0.01218671,0.007128075,0.968958381,0.978615774,0.013796275,0.009197517,0.025982985,0.016325592,,,,,
7084,30902.93183,30.90293183,0.005978386,0.003449069,0.007587951,0.005748448,0.012416648,0.007587951,0.968958381,0.978155898,0.013566337,0.009197517,0.025982985,0.016785468,,,,,
6872,30342.15299,30.34215299,0.005748448,0.003449069,0.007358013,0.005978386,0.012876523,0.008047827,0.968958381,0.977466084,0.013106461,0.009427455,0.025982985,0.017475282,,,,,
6873,29330.92246,29.33092246,0.00551851,0.003679007,0.006898138,0.005978386,0.012416648,0.008737641,0.970108071,0.976546332,0.012416648,0.009657393,0.024833295,0.018395033,,,,,
7082,29005.94513,29.00594513,0.00551851,0.003908945,0.0066682,0.006208324,0.01218671,0.008737641,0.970797885,0.976316395,0.01218671,0.010117268,0.024373419,0.018854909,,,,,
6874,28655.04084,28.65504084,0.005288572,0.003679007,0.006898138,0.006438262,0.01103702,0.008737641,0.971717636,0.976086457,0.01218671,0.010117268,0.02322373,0.018854909,,,,,
6875,28150.78877,28.15078877,0.005288572,0.003679007,0.0066682,0.0066682,0.01103702,0.009197517,0.971947574,0.975396643,0.011956772,0.010347206,0.022993792,0.019544723,,,,,
7080,27557.27154,27.55727154,0.005058634,0.003679007,0.006898138,0.0066682,0.010807082,0.009427455,0.972177512,0.975166705,0.011956772,0.010347206,0.022763854,0.019774661,,,,,
6876,26989.91484,26.98991484,0.004598758,0.003908945,0.006898138,0.006898138,0.010577144,0.009427455,0.972867326,0.974706829,0.011496896,0.010807082,0.02207404,0.020234537,,,,,
6863,29808.35375,29.80835375,0.005978386,0.005978386,0.010577144,0.010807082,0.011266958,0.010807082,0.96688894,0.967118878,0.01655553,0.016785468,0.027822488,0.02759255,,,,,
3667,30592.23554,30.59223554,0.010807082,0.002299379,0.044607956,0.007128075,0.267187859,0.008737641,0.671878593,0.976316395,0.055415038,0.009427455,0.322602897,0.018165095,,,,,
3669,32096.34438,32.09634438,0.009427455,0.002299379,0.037249943,0.008047827,0.240055185,0.008737641,0.708208784,0.975856519,0.046677397,0.010347206,0.286732582,0.019084847,,,,,
6900,31756.17619,31.75617619,0.009197517,0.001839503,0.029202115,0.002529317,0.209473442,0.002989193,0.747068292,0.987583352,0.038399632,0.00436882,0.247873074,0.007358013,,,,,
7101,31548.88621,31.54888621,0.008277765,0.001839503,0.026672798,0.002299379,0.19199816,0.004138883,0.767992642,0.986663601,0.034950563,0.004138883,0.226948724,0.008277765,,,,,
7103,31246.69183,31.24669183,0.007587951,0.001839503,0.022533916,0.002299379,0.169694183,0.004598758,0.795125316,0.986203725,0.030121867,0.004138883,0.19981605,0.008737641,,,,,
6901,30059.5743,30.0595743,0.005978386,0.002069441,0.017475282,0.001839503,0.126005978,0.006898138,0.84548172,0.984134284,0.023453668,0.003908945,0.149459646,0.010807082,,,,,
6902,29111.38152,29.11138152,0.004138883,0.002299379,0.013796275,0.001609565,0.085996781,0.008737641,0.891009427,0.98229478,0.017935158,0.003908945,0.103931938,0.012646585,,,,,
6903,31392.95557,31.39295557,0.002529317,0.002299379,0.013336399,0.001839503,0.060933548,0.010577144,0.918142102,0.980225339,0.015865716,0.004138883,0.076799264,0.014716027,,,,,
6904,31665.63419,31.66563419,0.002299379,0.002069441,0.013336399,0.002069441,0.055874914,0.010577144,0.923430674,0.980225339,0.015635778,0.004138883,0.071510692,0.014716027,,,,,
6905,31791.93203,31.79193203,0.002069441,0.002069441,0.012416648,0.001839503,0.04966659,0.012646585,0.930788687,0.978385836,0.014486089,0.003908945,0.064152679,0.01655553,,,,,
6906,33686.40357,33.68640357,0.002069441,0.001839503,0.010577144,0.002529317,0.03977926,0.013336399,0.942515521,0.977236146,0.012646585,0.00436882,0.052425845,0.01770522,,,,,
6907,35710.92011,35.71092011,0.001839503,0.002069441,0.009657393,0.003219131,0.028282364,0.014945965,0.955162106,0.974706829,0.011496896,0.005288572,0.03977926,0.020234537,,,,,
6908,36818.45623,36.81845623,0.001839503,0.002069441,0.008277765,0.004138883,0.024603357,0.014716027,0.96022074,0.974017015,0.010117268,0.006208324,0.034720625,0.02092435,,,,,
6909,38250.63162,38.25063162,0.001839503,0.001839503,0.007817889,0.005288572,0.020464475,0.017015406,0.964819499,0.970797885,0.009657393,0.007128075,0.030121867,0.024143481,,,,,
6862,38961.64433,38.96164433,0.002069441,0.002069441,0.006438262,0.0066682,0.01770522,0.019544723,0.968958381,0.96688894,0.008507703,0.008737641,0.026212923,0.028282364,,,,,
6890,38197.69368,38.19769368,0.001839503,0.001839503,0.005058634,0.007817889,0.01655553,0.021844102,0.971487698,0.963439871,0.006898138,0.009657393,0.023453668,0.031501495,,,,,
6891,36791.31061,36.79131061,0.002069441,0.001839503,0.004598758,0.008737641,0.013796275,0.02644286,0.974476891,0.957921361,0.0066682,0.010577144,0.020464475,0.037020005,,,,,
6892,35567.42892,35.56742892,0.002069441,0.001839503,0.003219131,0.010117268,0.014486089,0.032651184,0.975166705,0.95033341,0.005288572,0.011956772,0.019774661,0.044607956,,,,,
6893,33670.11751,33.67011751,0.001839503,0.002069441,0.002529317,0.01103702,0.013106461,0.043918142,0.977466084,0.937916762,0.00436882,0.013106461,0.017475282,0.057024603,,,,,
6894,31779.78974,31.77978974,0.002069441,0.002069441,0.001839503,0.012876523,0.011496896,0.055644976,0.979535525,0.924350425,0.003908945,0.014945965,0.01540584,0.07059094,,,,,
6895,31684.12295,31.68412295,0.002069441,0.002299379,0.002069441,0.013796275,0.010117268,0.06622212,0.980685215,0.912623592,0.004138883,0.016095654,0.014256151,0.082317774,,,,,
6896,31390.32662,31.39032662,0.002299379,0.002529317,0.001839503,0.013796275,0.00988733,0.070131065,0.980915153,0.908484709,0.004138883,0.016325592,0.014026213,0.086456657,,,,,
6897,29059.17332,29.05917332,0.002299379,0.004138883,0.001609565,0.014486089,0.008277765,0.102782249,0.982754656,0.873534146,0.003908945,0.018624971,0.01218671,0.12140722,,,,,
6898,30121.0851,30.1210851,0.002069441,0.006438262,0.001839503,0.018165095,0.0066682,0.145320763,0.984364222,0.825017245,0.003908945,0.024603357,0.010577144,0.16992412,,,,,
7104,31269.89137,31.26989137,0.001839503,0.008047827,0.002299379,0.023913543,0.004598758,0.183490458,0.986203725,0.779489538,0.004138883,0.03196137,0.008737641,0.215451828,,,,,
7102,31562.87737,31.56287737,0.001839503,0.009197517,0.002299379,0.029432053,0.004138883,0.211312946,0.986663601,0.74499885,0.004138883,0.03862957,0.008277765,0.249942516,,,,,
6899,31780.69449,31.78069449,0.001839503,0.009657393,0.002529317,0.033570936,0.002989193,0.229707979,0.987583352,0.722005059,0.00436882,0.043228328,0.007358013,0.272936307,,,,,
3684,32131.17003,32.13117003,0.002299379,0.010117268,0.008507703,0.042078639,0.009197517,0.253621522,0.974936767,0.689123937,0.010807082,0.052195907,0.020004599,0.305817429,,,,,
3682,30595.6011,30.5956011,0.002299379,0.011726834,0.007358013,0.050126466,0.008507703,0.287882272,0.976316395,0.644745919,0.009657393,0.0618533,0.018165095,0.349735571,,,,,
1387,26355.67986,26.35567986,0.02874224,0.006438262,0.105081628,0.098413428,0.494366521,0.534605656,0.366291101,0.355024143,0.133823868,0.10485169,0.628190389,0.639457347,,,,,
7135,24732.02009,24.73202009,0.026212923,0.008047827,0.083697402,0.131754426,0.465164406,0.547022304,0.41940676,0.307656933,0.109910324,0.139802253,0.57507473,0.686824557,,,,,
3649,23968.27751,23.96827751,0.024833295,0.009197517,0.075649575,0.151759025,0.449988503,0.544492987,0.444469993,0.289491837,0.10048287,0.160956542,0.550471373,0.705449529,,,,,
3654,22265.69588,22.26569588,0.021154288,0.011266958,0.063462865,0.204644746,0.399862037,0.523798574,0.510462175,0.255231088,0.084617153,0.215911704,0.484479191,0.739710278,,,,,
1384,20287.38703,20.28738703,0.017935158,0.015635778,0.050586342,0.293860658,0.326051966,0.472292481,0.600367901,0.213152449,0.068521499,0.309496436,0.394573465,0.781788917,,,,,
3658,18792.29348,18.79229348,0.014945965,0.021154288,0.046217521,0.362842033,0.266268108,0.424005519,0.667509772,0.186939526,0.061163486,0.383996321,0.327431593,0.80800184,,,,,
1388,16661.74009,16.66174009,0.011496896,0.032421246,0.040469073,0.426304898,0.200735801,0.381696942,0.742239595,0.15451828,0.051965969,0.458726144,0.252701771,0.840423086,,,,,
1390,14430.34864,14.43034864,0.007817889,0.052655783,0.035180501,0.481030122,0.155438032,0.332490228,0.796504944,0.128765233,0.04299839,0.533685905,0.198436422,0.866176132,,,,,
2263,13447.40694,13.44740694,0.055874914,0.063232927,0.480570246,0.499655093,0.350425385,0.311335939,0.107840883,0.120487468,0.53644516,0.56288802,0.886870545,0.87422396,,,,,
1395,12248.09564,12.24809564,0.047367211,0.071510692,0.44699931,0.534605656,0.376638308,0.282133824,0.123016785,0.105771442,0.494366521,0.606116349,0.871004829,0.888250172,,,,,
2293,2493.073553,2.493073553,0.185100023,0.261669349,0.500114969,0.464014716,0.212232697,0.171533686,0.096343987,0.096573925,0.685214992,0.725684065,0.897447689,0.897217751,,,,,
1392,1560.420748,1.560420748,0.200965739,0.304437802,0.477581053,0.443090366,0.212232697,0.157277535,0.103242125,0.089215912,0.678546792,0.747528167,0.89077949,0.904805702,,,,,
1399,2573.003838,2.573003838,0.218211083,0.24833295,0.479650494,0.488388135,0.189928719,0.145090825,0.106461255,0.112439641,0.697861577,0.736721085,0.887790297,0.881811911,,,,,
1394,3233.809611,3.233809611,0.186939526,0.275235686,0.490917452,0.474361922,0.203035181,0.134743619,0.112209703,0.108760635,0.677856979,0.749597609,0.880892159,0.884341228,,,,,
1400,3671.157854,3.671157854,0.163945735,0.257530467,0.501724534,0.484479191,0.212462635,0.14463095,0.115658772,0.107151069,0.665670269,0.742009657,0.878132904,0.886640607,,,,,
1396,4536.81908,4.53681908,0.281214072,0.292021154,0.475051736,0.469993102,0.13796275,0.130374799,0.099793056,0.101632559,0.756265808,0.762014256,0.894228558,0.892389055,,,,,
1297,4429.321434,4.429321434,0.27040699,0.32007358,0.479420556,0.460795585,0.13911244,0.120027593,0.105081628,0.093124856,0.749827547,0.780869165,0.888939986,0.900896758,,,,,
1296,3661.486011,3.661486011,0.243274316,0.173603127,0.489307887,0.507013106,0.152218901,0.201885491,0.108990573,0.111289952,0.732582203,0.680616234,0.884801104,0.882501725,,,,,
1299,3191.958098,3.191958098,0.25385146,0.200735801,0.482639687,0.492067142,0.14463095,0.19314785,0.111749828,0.106921131,0.736491147,0.692802943,0.881122097,0.885950793,,,,,
1298,2708.463767,2.708463767,0.232237296,0.230397793,0.490227639,0.480800184,0.156127845,0.180731203,0.115428834,0.102092435,0.722464934,0.711197977,0.87859278,0.891929179,,,,,
1300,1661.40821,1.66140821,0.189238905,0.279144631,0.506553231,0.458956082,0.176822258,0.162566107,0.121637158,0.093584732,0.695792136,0.738100713,0.872614394,0.90066682,,,,,
1301,1410.91022,1.41091022,0.317774201,0.201425615,0.432053346,0.490227639,0.151759025,0.206024373,0.092435043,0.096343987,0.749827547,0.691653254,0.901586572,0.897677627,,,,,
1302,2756.345534,2.756345534,0.258450218,0.2207404,0.458956082,0.492986894,0.173373189,0.195907105,0.102782249,0.08392734,0.7174063,0.713727294,0.89077949,0.909634399,,,,,
1303,12395.70111,12.39570111,0.087376408,0.039549322,0.507243044,0.463094964,0.284433203,0.376638308,0.114968958,0.11473902,0.594619453,0.502644286,0.879052656,0.879282594,,,,,
1305,14417.50418,14.41750418,0.058404231,0.008507703,0.468843412,0.035410439,0.331570476,0.144860888,0.136123247,0.806162336,0.527247643,0.043918142,0.858818119,0.18877903,,,,,
3634,14956.69418,14.95669418,0.05081628,0.008967579,0.458726144,0.036790067,0.344446999,0.157277535,0.140951943,0.791906185,0.509542424,0.045757645,0.853989423,0.203035181,,,,,
1307,18680.86388,18.68086388,0.022763854,0.016095654,0.348126006,0.044837894,0.431823408,0.261669349,0.192228098,0.672338469,0.37088986,0.060933548,0.802713267,0.322602897,,,,,
1306,20300.82734,20.30082734,0.015175903,0.018854909,0.284203265,0.05081628,0.473672109,0.33662911,0.22189009,0.588641067,0.299379168,0.069671189,0.773051276,0.406300299,,,,,
1309,22072.57537,22.07257537,0.01218671,0.021844102,0.213152449,0.060243734,0.511841803,0.408829616,0.257760405,0.504023914,0.225339158,0.082087836,0.737180961,0.490917452,,,,,
3643,22623.57886,22.62357886,0.01103702,0.022763854,0.196596919,0.063232927,0.518510002,0.425615084,0.268797425,0.483329501,0.207633939,0.085996781,0.726143941,0.511611865,,,,,
3648,24938.14953,24.93814953,0.008507703,0.026902736,0.13681306,0.080938147,0.533455967,0.48126006,0.316164636,0.405840423,0.145320763,0.107840883,0.67877673,0.589100943,,,,,
1054,13190.43271,13.19043271,0.064152679,0.069441251,0.359392964,0.366980915,0.3929639,0.383536445,0.178201885,0.174752817,0.423545643,0.436422166,0.816509542,0.819958611,,,,,
1364,13388.01223,13.38801223,0.058634169,0.072660382,0.326051966,0.394113589,0.421016326,0.358013336,0.18877903,0.169694183,0.384686135,0.466773971,0.80570246,0.824787307,,,,,
1363,13081.69768,13.08169768,0.054725224,0.079788457,0.314095194,0.400551851,0.431133594,0.349045758,0.194527478,0.165095424,0.368820418,0.480340308,0.799954012,0.829386066,,,,,
1367,12886.07935,12.88607935,0.051736031,0.082547712,0.305817429,0.40285123,0.437571856,0.346056565,0.198896298,0.162566107,0.357553461,0.485398942,0.795125316,0.831455507,,,,,
1365,12742.89879,12.74289879,0.048976776,0.086916533,0.300068981,0.405380547,0.442170614,0.340997931,0.202345367,0.160266728,0.349045758,0.49229708,0.791216372,0.83329501,,,,,
1370,12473.51973,12.47351973,0.044607956,0.067831685,0.285812831,0.372729363,0.453437572,0.377328121,0.20970338,0.175672568,0.330420786,0.440561049,0.783858358,0.81788917,,,,,
1368,12364.42998,12.36442998,0.043688204,0.073350195,0.278454817,0.381237066,0.456196827,0.367900667,0.216141642,0.171993562,0.322143021,0.454587261,0.778339848,0.822487928,,,,,
1372,12004.35845,12.00435845,0.088526098,0.082547712,0.392044148,0.392504024,0.349045758,0.354104392,0.164865486,0.165325362,0.480570246,0.475051736,0.829616004,0.829156128,,,,,
1369,11665.50686,11.66550686,0.080478271,0.090365601,0.387215452,0.395953093,0.356863647,0.347206254,0.169694183,0.160726604,0.467693723,0.486318694,0.82455737,0.833524948,,,,,
1371,10347.4798,10.3474798,0.071510692,0.097263739,0.400781789,0.436882042,0.351575075,0.312715567,0.170154058,0.147160267,0.472292481,0.534145781,0.823867556,0.846861347,,,,,
1375,9713.933215,9.713933215,0.103702,0.111060014,0.424465394,0.447919062,0.311335939,0.294780409,0.154748218,0.140492067,0.528167395,0.558979076,0.839503334,0.853759485,,,,,
1377,9487.813123,9.487813123,0.093584732,0.119107841,0.423085767,0.451828006,0.319153828,0.286502644,0.158657163,0.137042998,0.516670499,0.570935847,0.835824327,0.857438492,,,,,
1373,9198.379821,9.198379821,0.145780639,0.128995171,0.439181421,0.454587261,0.274545873,0.276155438,0.134513681,0.134283743,0.58496206,0.583582433,0.859507933,0.859737871,,,,,
1374,8875.585005,8.875585005,0.131524488,0.139342378,0.431823408,0.465394344,0.29248103,0.25936997,0.138192688,0.129914923,0.563347896,0.604736721,0.855828926,0.864106691,,,,,
1378,8645.544255,8.645544255,0.121637158,0.150609335,0.429753966,0.468153599,0.302368361,0.249712578,0.141181881,0.126465854,0.551391124,0.618762934,0.853759485,0.868475512,,,,,
1376,8411.316455,8.411316455,0.112439641,0.162796045,0.428604277,0.469993102,0.308576684,0.237755806,0.145320763,0.124396413,0.541043918,0.632789147,0.849620602,0.870544953,,,,,
1380,8081.51255,8.08151255,0.190158657,0.164865486,0.45251782,0.483329501,0.230167855,0.222809841,0.121637158,0.123476661,0.642676477,0.648194987,0.872844332,0.871004829,,,,,
1382,7747.852674,7.747852674,0.167854679,0.191078409,0.450448379,0.477121177,0.249712578,0.206024373,0.125316165,0.119107841,0.618303058,0.668199586,0.868015636,0.87422396,,,,,
4424,6451.518663,6.451518663,0.108300759,0.238905496,0.435042539,0.496435962,0.304207864,0.151069211,0.145550701,0.106691193,0.543343297,0.735341458,0.847551161,0.886410669,,,,,
1379,5402.967637,5.402967637,0.207404001,0.311335939,0.478960681,0.463094964,0.189698781,0.122786848,0.117268338,0.096114049,0.686364682,0.774430904,0.876063463,0.897217751,,,,,
1385,5272.382288,5.272382288,0.197976546,0.293860658,0.479650494,0.471372729,0.196137043,0.129684985,0.118877903,0.097723615,0.677627041,0.765233387,0.873764084,0.894918372,,,,,
1381,5348.435969,5.348435969,0.219360773,0.220510462,0.486548632,0.491837204,0.175902506,0.168544493,0.110830076,0.111749828,0.705909404,0.712347666,0.881811911,0.880892159,,,,,
436,4913.751282,4.913751282,0.344217061,0.297539664,0.416877443,0.435272476,0.135663371,0.156357783,0.096343987,0.103931938,0.761094504,0.732812141,0.896757875,0.889169924,,,,,
435,4952.088794,4.952088794,0.340308117,0.300528857,0.414808002,0.433892849,0.139802253,0.154288342,0.09818349,0.104391814,0.755116119,0.734421706,0.894918372,0.888710048,,,,,
438,5018.876446,5.018876446,0.32559209,0.31455507,0.424465394,0.429524029,0.143711198,0.147390205,0.100252932,0.102552311,0.750057484,0.744079099,0.893768682,0.891469303,,,,,
1010,5117.002482,5.117002482,0.314095194,0.316624511,0.426994711,0.426764774,0.149459646,0.147390205,0.102782249,0.102552311,0.741089906,0.743389285,0.890549552,0.89077949,,,,,
620,5184.904114,5.184904114,0.327661531,0.19199816,0.418257071,0.452977696,0.145320763,0.21637158,0.103012187,0.132904116,0.745918602,0.644975857,0.891239365,0.861347436,,,,,
622,5226.134098,5.226134098,0.316394573,0.201195677,0.424235456,0.450908255,0.14899977,0.21085307,0.104161876,0.130834675,0.74063003,0.652103932,0.8896298,0.862957002,,,,,
624,5277.352973,5.277352973,0.306737181,0.208783628,0.426304898,0.449298689,0.154058404,0.206254311,0.105541504,0.128305358,0.733042079,0.658082318,0.887100483,0.864336629,,,,,
623,5442.492435,5.442492435,0.282363762,0.161416418,0.435732352,0.464244654,0.166475052,0.228098413,0.109910324,0.140722005,0.718096114,0.625661072,0.884571166,0.853759485,,,,,
626,5618.123597,5.618123597,0.290871465,0.17107381,0.416647505,0.464934468,0.174292941,0.218670959,0.11151989,0.138652564,0.70751897,0.636008278,0.881811911,0.854679237,,,,,
627,5870.201207,5.870201207,0.284433203,0.154288342,0.418257071,0.463094964,0.178431823,0.23292711,0.112209703,0.143021384,0.702690274,0.617383307,0.881122097,0.850310416,,,,,
628,6186.230103,6.186230103,0.272246493,0.167854679,0.423085767,0.462405151,0.184410209,0.224189469,0.114968958,0.140262129,0.69533226,0.63025983,0.87974247,0.854449299,,,,,
629,6504.98875,6.50498875,0.257760405,0.180501265,0.427914463,0.458726144,0.191768223,0.218441021,0.117498275,0.137272936,0.685674868,0.639227409,0.87744309,0.85766843,,,,,
1386,7035.297214,7.035297214,0.231087606,0.20418487,0.436882042,0.449988503,0.202805243,0.207863877,0.123016785,0.131754426,0.667969648,0.654173373,0.870774891,0.86203725,,,,,
117,7310.962555,7.310962555,0.231547482,0.218670959,0.429753966,0.444240055,0.206024373,0.202115429,0.126235916,0.128535295,0.661301449,0.662911014,0.867325822,0.865026443,,,,,
116,7773.932821,7.773932821,0.209933318,0.239825247,0.438031731,0.436192228,0.214302138,0.194757415,0.131984364,0.123476661,0.647965049,0.676017475,0.862267188,0.870774891,,,,,
4150,7872.709122,7.872709122,0.203495056,0.240974937,0.440331111,0.435502414,0.217291331,0.19429754,0.132904116,0.123246723,0.643826167,0.676477351,0.861117498,0.870774891,,,,,
4149,7503.08996,7.50308996,0.222349966,0.212002759,0.424695332,0.444929869,0.212232697,0.208323753,0.134743619,0.128765233,0.647045298,0.656932628,0.859277995,0.865256381,,,,,
140,7252.917044,7.252917044,0.209243504,0.226488848,0.429294091,0.438721545,0.218211083,0.20418487,0.13681306,0.124166475,0.638537595,0.665210393,0.856748678,0.869395263,,,,,
718,6823.507353,6.823507353,0.190158657,0.237525868,0.43711198,0.439181421,0.225569096,0.198436422,0.141181881,0.118877903,0.627270637,0.676707289,0.852839733,0.875143711,,,,,
715,6595.687569,6.595687569,0.181880892,0.246723385,0.440561049,0.435272476,0.229018165,0.195217291,0.142791446,0.1170384,0.622441941,0.681995861,0.851460106,0.877213152,,,,,
720,6209.292818,6.209292818,0.167164865,0.269717176,0.443780179,0.427684525,0.237065992,0.184410209,0.146930329,0.113129455,0.610945045,0.697401702,0.848011037,0.881811911,,,,,
